,Data ID,City Name,Latitude,Longitude,Date,Temperature (F),Humidity (%),Cloudiess (%),Wind Speed (mph)
309,318372.0,cine,37.61,28.06,1533262800.0,73.4,88.0,0.0,4.7
310,1244926.0,hambantota,6.12,81.12,1533265710.0,80.25,99.0,20.0,12.55
311,1489661.0,tevriz,57.51,72.4,1533265763.0,59.19,56.0,0.0,4.38
312,2179825.0,waitati,-45.75,170.57,1533265764.0,47.22,100.0,92.0,3.94
313,5861897.0,fairbanks,64.84,-147.72,1533262740.0,65.05,68.0,90.0,4.7
314,1847947.0,shingu,33.72,135.99,1533261600.0,89.6,66.0,20.0,11.41
315,2510253.0,torrevieja,37.98,-0.68,1533265200.0,74.41,83.0,0.0,5.82
316,1816890.0,baoying,33.24,119.31,1533265764.0,80.97,98.0,92.0,18.03
317,2013279.0,vostok,46.45,135.83,1533265765.0,72.87,67.0,32.0,2.82
318,3421982.0,maniitsoq,65.42,-52.9,1533265765.0,42.0,98.0,92.0,19.15
319,2720382.0,hede,60.45,15.49,1533264600.0,60.8,82.0,8.0,6.93
320,2027042.0,batagay-alyta,67.8,130.41,1533265765.0,63.51,70.0,48.0,4.16
321,727696.0,razgrad,43.53,26.52,1533265765.0,60.81,92.0,0.0,4.61
322,2019309.0,neryungri,56.66,124.71,1533265766.0,64.32,72.0,0.0,4.61
323,1634614.0,nabire,-3.36,135.5,1533265766.0,74.49,88.0,80.0,1.7
324,3190586.0,paka,45.29,18.06,1533265200.0,68.0,94.0,0.0,6.93
325,1000543.0,graaff-reinet,-32.25,24.53,1533265766.0,39.39,91.0,92.0,1.7
326,2381334.0,atar,20.52,-13.05,1533265767.0,71.52,50.0,36.0,2.93
327,1691355.0,sabang,13.72,123.58,1533265767.0,81.24,97.0,80.0,7.18
328,2346995.0,biu,10.61,12.19,1533265767.0,69.09,97.0,68.0,6.96
329,3115824.0,muros,42.77,-9.06,1533265200.0,71.6,100.0,0.0,1.12
330,1507116.0,dudinka,69.41,86.18,1533265569.0,46.77,100.0,92.0,14.23
331,3631878.0,moron,10.49,-68.2,1533261600.0,74.23,94.0,75.0,2.37
332,1254046.0,tura,25.52,90.21,1533265768.0,80.52,93.0,56.0,3.15
333,3167520.0,santa marinella,42.04,11.87,1533264600.0,75.4,83.0,0.0,2.24
334,3464724.0,diamantino,-14.4,-56.44,1533265768.0,69.63,86.0,8.0,3.94
335,877401.0,songea,-10.68,35.65,1533261600.0,53.6,100.0,5.0,1.7
336,3464891.0,curvelo,-18.76,-44.43,1533265769.0,65.49,78.0,0.0,5.95
337,556268.0,ostrovnoy,68.05,39.51,1533265769.0,47.22,90.0,64.0,10.2
338,588365.0,vao,59.1,26.19,1533265769.0,64.77,89.0,12.0,2.48
339,523392.0,naryan-mar,67.67,53.09,1533265770.0,47.4,79.0,76.0,18.7
340,1486321.0,yar-sale,66.83,70.83,1533265770.0,46.95,100.0,64.0,7.4
341,6096551.0,pangnirtung,66.15,-65.72,1533265770.0,44.34,89.0,92.0,12.66
342,3372707.0,ribeira grande,38.52,-28.7,1533265770.0,73.32,100.0,80.0,11.99
343,1636806.0,majene,-3.54,118.97,1533265771.0,78.09,100.0,76.0,11.43
344,4732862.0,nome,30.04,-94.42,1533264900.0,76.93,61.0,1.0,5.17
345,3373652.0,oistins,13.07,-59.53,1533261600.0,80.6,74.0,40.0,20.8
346,3421193.0,paamiut,61.99,-49.67,1533265771.0,42.54,94.0,8.0,6.73
347,3893629.0,coquimbo,-29.95,-71.34,1533261600.0,44.6,87.0,0.0,9.17
348,4031742.0,egvekinot,66.32,-179.17,1533265772.0,52.08,63.0,68.0,6.51
349,6179873.0,wheatley,42.09,-82.46,1533263700.0,72.5,88.0,1.0,5.82
350,124665.0,mashhad,36.3,59.61,1533263400.0,77.0,33.0,0.0,4.7
351,479071.0,umba,66.69,34.34,1533265772.0,61.62,90.0,92.0,13.78
352,239899.0,bria,6.54,21.99,1533265773.0,67.02,89.0,8.0,2.93
353,2122090.0,pevek,69.7,170.27,1533265773.0,48.3,85.0,0.0,14.45
354,3391889.0,pitimbu,-7.47,-34.81,1533261600.0,69.8,88.0,20.0,6.93
355,3386213.0,touros,-5.2,-35.46,1533265773.0,76.74,83.0,88.0,15.68
356,2664855.0,varnamo,57.19,14.04,1533264600.0,52.66,81.0,44.0,5.82
357,2063036.0,port lincoln,-34.72,135.86,1533265774.0,56.04,94.0,48.0,21.05
358,2331447.0,maiduguri,11.84,13.15,1533265774.0,68.55,97.0,8.0,6.73
359,3691582.0,talara,-4.58,-81.27,1533265774.0,67.92,79.0,56.0,10.65
360,3948642.0,matara,-13.74,-72.9,1533265775.0,35.7,92.0,48.0,1.81
361,3395458.0,maragogi,-9.01,-35.22,1533265775.0,71.16,100.0,100.0,6.17
362,618370.0,drochia,48.03,27.81,1533265775.0,62.61,78.0,0.0,8.97
363,2225940.0,yatou,3.63,9.81,1533261600.0,75.2,94.0,75.0,2.24
364,1645133.0,dumai,1.68,101.45,1533265775.0,83.76,81.0,12.0,3.94
365,780687.0,berlevag,70.86,29.09,1533264600.0,53.6,87.0,75.0,3.36
366,3832899.0,viedma,-40.81,-62.99,1533265776.0,46.05,71.0,0.0,14.0
367,1803841.0,lianzhou,24.79,112.38,1533265776.0,82.23,79.0,56.0,2.82
368,1850834.0,takeo,33.2,130.02,1533263700.0,93.25,59.0,40.0,3.36
369,7626384.0,hovd,63.83,10.7,1533264600.0,57.27,93.0,75.0,5.82
370,3665199.0,ariquemes,-9.91,-63.03,1533265777.0,76.02,83.0,0.0,2.04
371,4034551.0,faanui,-16.48,-151.75,1533265777.0,79.98,100.0,24.0,9.53
372,2136150.0,luganville,-15.51,167.18,1533265777.0,79.35,99.0,8.0,11.21
373,3412093.0,vestmannaeyjar,63.44,-20.27,1533265777.0,50.82,92.0,88.0,6.4
374,3618522.0,laguna de perlas,12.34,-83.67,1533265777.0,80.52,100.0,88.0,11.43
375,655823.0,joensuu,62.6,29.76,1533264600.0,64.4,100.0,75.0,1.12
376,5879400.0,anchorage,61.22,-149.89,1533261360.0,58.73,100.0,90.0,6.93
377,6955478.0,les escoumins,48.35,-69.4,1533265778.0,63.87,90.0,0.0,5.61
378,110690.0,faya,18.39,42.45,1533261600.0,68.0,88.0,75.0,8.05
379,2654970.0,brae,60.4,-1.35,1533264600.0,57.2,87.0,88.0,10.29
380,3466307.0,chapada dos guimaraes,-15.46,-55.75,1533265200.0,75.2,64.0,0.0,4.7
381,6166142.0,thunder bay,48.41,-89.26,1533261600.0,55.4,76.0,20.0,2.24
382,6145890.0,shelburne,44.08,-80.2,1533261600.0,71.58,78.0,1.0,4.7
383,1521315.0,lisakovsk,52.55,62.49,1533265779.0,71.25,59.0,12.0,4.38
384,4944903.0,nantucket,41.28,-70.1,1533263700.0,75.24,100.0,90.0,10.29
385,3443061.0,chuy,-33.69,-53.46,1533265780.0,50.19,89.0,24.0,12.66
386,4535961.0,enid,36.4,-97.88,1533264960.0,79.93,57.0,1.0,10.29
387,3451138.0,rio grande,-32.03,-52.1,1533265780.0,53.97,91.0,56.0,10.65
388,3700393.0,tubuala,9.52,-79.03,1533261600.0,80.6,83.0,20.0,2.24
389,3894426.0,coihaique,-45.58,-72.07,1533262500.0,35.6,93.0,80.0,2.24
390,128226.0,kermanshah,34.32,47.07,1533263400.0,68.0,37.0,40.0,2.26
391,1701054.0,marawi,8.0,124.29,1533265781.0,69.36,100.0,88.0,3.83
392,5983720.0,iqaluit,63.75,-68.52,1533261600.0,50.0,76.0,75.0,12.75
393,5969025.0,haines junction,60.75,-137.51,1533265781.0,56.49,51.0,36.0,4.72
394,1721714.0,cabatuan,16.95,121.67,1533265781.0,84.48,94.0,20.0,3.15
395,4971871.0,mexico,44.56,-70.55,1533264720.0,72.97,94.0,75.0,2.04
396,1695736.0,panalingaan,8.78,117.42,1533265782.0,78.72,99.0,92.0,19.04
397,262462.0,saint george,39.45,22.34,1533262800.0,73.4,94.0,75.0,5.82
398,1504382.0,kargasok,59.06,80.87,1533265782.0,50.64,74.0,88.0,3.38
399,623760.0,pastavy,55.11,26.84,1533265782.0,69.0,81.0,44.0,6.73
400,2194098.0,ahipara,-35.17,173.16,1533265782.0,56.85,87.0,76.0,9.31
401,1690438.0,san andres,13.32,122.68,1533265783.0,78.45,100.0,92.0,13.89
402,1337613.0,kulhudhuffushi,6.62,73.07,1533265783.0,82.68,99.0,68.0,6.4
403,3382160.0,cayenne,4.94,-52.33,1533263400.0,78.8,88.0,0.0,2.24
404,2063042.0,port hedland,-20.31,118.58,1533261600.0,68.0,18.0,0.0,16.11
405,3372472.0,vila franca do campo,37.72,-25.43,1533263400.0,69.8,88.0,40.0,8.05
406,3355672.0,luderitz,-26.65,15.16,1533265784.0,48.12,93.0,8.0,5.17
407,3459785.0,joao pinheiro,-17.74,-46.17,1533265669.0,74.22,48.0,92.0,6.29
408,206362.0,kulu,3.47,23.69,1533265784.0,69.63,96.0,12.0,1.92
409,1497220.0,novichikha,52.2,81.39,1533265785.0,66.48,56.0,0.0,8.97
410,2303611.0,axim,4.87,-2.24,1533265785.0,76.47,100.0,88.0,9.64
411,2174444.0,bowen,-20.01,148.25,1533261600.0,75.2,60.0,75.0,11.41
412,4011743.0,constitucion,23.99,-104.67,1533260580.0,78.8,19.0,75.0,6.93
413,2656565.0,ballater,57.05,-3.04,1533264600.0,59.0,93.0,12.0,1.12
414,1623197.0,tual,-5.67,132.75,1533265786.0,78.72,100.0,64.0,9.64
415,191833.0,kinango,-4.13,39.32,1533261600.0,69.8,88.0,20.0,4.7
416,1253628.0,lata,30.78,78.62,1533265786.0,60.27,100.0,80.0,1.59
417,1515029.0,ulaangom,49.98,92.07,1533265786.0,56.58,78.0,76.0,3.38
418,321572.0,belen,36.49,36.19,1533261000.0,82.4,69.0,0.0,14.99
419,4372777.0,vardo,39.62,-77.74,1533264900.0,73.17,94.0,40.0,2.59
420,1810845.0,fuyang,32.89,115.81,1533265787.0,92.22,76.0,36.0,4.83
421,286245.0,sur,22.57,59.53,1533265788.0,84.66,87.0,0.0,6.96
422,5380437.0,pacific grove,36.62,-121.92,1533263700.0,64.33,56.0,1.0,11.41
423,5960603.0,geraldton,49.72,-86.95,1533261600.0,59.0,58.0,20.0,4.7
424,5357155.0,hillsborough,37.57,-122.38,1533264000.0,69.13,87.0,90.0,6.93
425,5368361.0,olga,34.11,-118.17,1533261480.0,82.69,48.0,1.0,10.29
426,2347470.0,miri,10.31,9.75,1533265789.0,67.47,98.0,92.0,2.93
427,765927.0,lubartow,51.46,22.61,1533265573.0,70.44,74.0,76.0,2.93
428,2634739.0,warrington,53.39,-2.59,1533264600.0,64.62,93.0,40.0,2.24
429,3146942.0,lopsmarka,67.31,14.45,1533264600.0,59.0,100.0,75.0,13.87
430,3573197.0,hamilton,32.3,-64.78,1533261300.0,80.6,74.0,20.0,1.12
431,1517060.0,zaysan,47.47,84.87,1533265790.0,69.72,37.0,20.0,4.05
432,5062806.0,albion,41.69,-98.0,1533264960.0,75.24,88.0,1.0,3.36
433,6355222.0,yulara,-25.24,130.99,1533265200.0,55.4,37.0,0.0,8.05
434,227592.0,katete,-0.78,29.75,1533265791.0,59.28,89.0,48.0,2.48
435,2181625.0,te anau,-45.41,167.72,1533265791.0,41.73,100.0,92.0,2.93
436,2460755.0,bafoulabe,13.81,-10.83,1533265791.0,69.63,100.0,88.0,5.17
437,2742416.0,barcelos,41.53,-8.62,1533265200.0,71.74,77.0,0.0,2.24
438,702491.0,lysyanka,49.25,30.83,1533265792.0,63.15,76.0,8.0,8.75
439,2294915.0,takoradi,4.89,-1.75,1533265792.0,75.3,100.0,44.0,7.18
440,254990.0,platikambos,39.62,22.53,1533264600.0,73.4,94.0,75.0,2.37
441,6180285.0,whitecourt,54.14,-115.68,1533265200.0,62.6,77.0,75.0,4.7
442,1250161.0,eravur,7.77,81.61,1533265793.0,81.42,98.0,24.0,5.61
443,6050066.0,la ronge,55.1,-105.3,1533261600.0,73.4,60.0,20.0,3.36
444,2156643.0,mount gambier,-37.83,140.78,1533265512.0,50.64,98.0,92.0,6.62
445,5606187.0,saint anthony,43.97,-111.68,1533261360.0,81.12,23.0,1.0,10.29
446,749747.0,ayan,40.67,33.6,1533265793.0,50.28,86.0,0.0,2.15
447,1510041.0,biryusinsk,55.96,97.82,1533265793.0,53.79,89.0,48.0,5.5
448,314967.0,fethiye,36.62,29.12,1533262800.0,78.8,65.0,0.0,5.82
449,1182998.0,bela,26.23,66.31,1533265794.0,74.31,86.0,88.0,3.71
450,4696310.0,harper,30.3,-99.24,1533264900.0,83.64,34.0,1.0,3.94
451,3420846.0,qaqortoq,60.72,-46.03,1533264600.0,48.2,57.0,8.0,6.93
452,5850554.0,makakilo city,21.35,-158.09,1533264060.0,83.44,69.0,75.0,10.29
453,1691812.0,real,14.67,121.6,1533261600.0,86.0,70.0,75.0,11.41
454,1689431.0,san jose,15.79,120.99,1533265796.0,79.98,90.0,76.0,2.71
455,245338.0,am timan,11.04,20.28,1533265797.0,68.64,91.0,12.0,2.93
456,3440963.0,progreso,-34.68,-56.22,1533261600.0,48.2,87.0,0.0,12.75
457,3842882.0,nueve de julio,-31.67,-68.39,1533265798.0,36.42,82.0,0.0,4.16
458,204283.0,watsa,3.04,29.53,1533265798.0,62.25,93.0,0.0,2.71
459,2063604.0,pemberton,-34.44,116.03,1533265798.0,54.78,98.0,92.0,22.28
460,3454061.0,peruibe,-24.32,-47.0,1533265514.0,67.38,100.0,92.0,14.23
461,1810979.0,fuling,29.71,107.39,1533265798.0,85.47,87.0,8.0,3.6
462,1895695.0,kushima,31.5,131.29,1533261600.0,85.03,84.0,40.0,8.05
463,689717.0,veselynove,47.36,31.24,1533265799.0,68.28,57.0,0.0,8.75
464,6113365.0,prince george,53.92,-122.75,1533261600.0,73.4,46.0,75.0,3.36
465,2123614.0,makarov,48.62,142.78,1533265799.0,61.98,84.0,56.0,3.71
466,2318123.0,yenagoa,4.92,6.26,1533265799.0,70.44,90.0,32.0,4.5
467,317241.0,demirci,39.05,28.66,1533265799.0,59.64,89.0,0.0,2.26
468,286621.0,salalah,17.01,54.1,1533261000.0,75.2,100.0,90.0,4.7
469,608324.0,shetpe,44.14,52.16,1533265800.0,83.31,31.0,88.0,4.61
470,1337618.0,manadhoo,5.77,73.38,1533265800.0,82.59,100.0,76.0,5.95
471,4231997.0,avera,33.19,-82.53,1533263700.0,71.94,100.0,90.0,3.36
472,86049.0,jalu,29.03,21.55,1533265801.0,80.79,48.0,0.0,12.44
473,3589913.0,san juan cotzal,15.43,-91.03,1533265801.0,61.17,99.0,64.0,0.47
474,3353383.0,rundu,-17.91,19.77,1533265801.0,56.94,36.0,0.0,6.62
475,3422683.0,kangaatsiaq,68.31,-53.46,1533265801.0,41.55,97.0,92.0,5.73
476,3489657.0,lucea,18.44,-78.17,1533261600.0,78.8,88.0,75.0,5.82
477,583472.0,alakurtti,66.96,30.34,1533266282.0,62.88,84.0,92.0,4.61
478,352628.0,matay,28.42,30.79,1533266282.0,75.12,63.0,0.0,7.96
479,2247684.0,ndioum,16.51,-14.65,1533266282.0,78.18,66.0,12.0,11.99
480,1784841.0,zhaotong,27.34,103.71,1533266282.0,65.04,98.0,92.0,3.27
481,5404476.0,ukiah,39.15,-123.21,1533264960.0,82.4,20.0,1.0,6.93
482,740430.0,safranbolu,41.25,32.69,1533266283.0,63.87,95.0,44.0,1.92
483,3121424.0,gijon,43.54,-5.66,1533263400.0,68.0,100.0,90.0,4.7
484,487837.0,stavrovo,56.13,40.01,1533266283.0,65.76,69.0,0.0,8.08
485,2013258.0,vrangel,42.73,133.08,1533266283.0,71.97,92.0,0.0,7.74
486,6138201.0,saint-felicien,48.65,-72.45,1533265200.0,68.0,88.0,90.0,2.24
487,1516589.0,zhezkazgan,47.8,67.71,1533263400.0,68.0,56.0,0.0,13.42
488,1634718.0,muncar,-8.43,114.34,1533266284.0,76.38,80.0,48.0,8.75
489,3489440.0,morant bay,17.88,-76.41,1533261600.0,84.2,74.0,20.0,12.75
490,2995603.0,saint-pierre,48.95,4.24,1533265200.0,64.4,77.0,0.0,9.17
491,2036337.0,kaiyuan,42.54,124.04,1533266285.0,90.24,68.0,0.0,9.98
492,5147097.0,berea,41.37,-81.85,1533264960.0,71.38,78.0,75.0,3.36
493,210379.0,lusambo,-4.97,23.44,1533266286.0,69.81,94.0,0.0,2.04
494,3934707.0,mollendo,-17.03,-72.02,1533266286.0,50.73,92.0,12.0,3.27
495,2446796.0,bilma,18.69,12.92,1533266286.0,84.3,46.0,8.0,13.78
496,3520994.0,puerto escondido,15.86,-97.07,1533261480.0,77.0,78.0,90.0,3.6
497,576093.0,blagoyevo,63.37,47.92,1533266287.0,53.7,76.0,0.0,10.76
498,2278158.0,buchanan,5.88,-10.05,1533265200.0,75.2,94.0,75.0,7.63
499,889942.0,hwange,-18.35,26.5,1533266287.0,49.47,56.0,0.0,2.93
500,3860443.0,comodoro rivadavia,-45.87,-67.48,1533261600.0,55.4,32.0,0.0,16.11
501,3374210.0,sao filipe,14.9,-24.5,1533266288.0,76.11,100.0,0.0,6.51
502,2078025.0,peterhead,-34.83,138.5,1533265200.0,57.2,62.0,20.0,19.46
503,2460954.0,araouane,18.9,-3.53,1533266288.0,80.52,28.0,8.0,9.19
504,2337542.0,naze,5.43,7.07,1533266288.0,69.54,96.0,64.0,3.15
505,1062663.0,mahajanga,-15.72,46.32,1533261600.0,73.4,88.0,0.0,12.77
506,1267390.0,kavaratti,10.57,72.64,1533266289.0,78.45,100.0,20.0,12.66
507,6164499.0,the pas,53.82,-101.24,1533265200.0,68.0,82.0,90.0,5.82
508,583573.0,russkiy aktash,55.04,52.12,1533263400.0,64.4,88.0,40.0,11.18
509,3836277.0,santa fe,-31.62,-60.7,1533266289.0,40.29,87.0,0.0,5.95
510,727030.0,milkovo,41.53,24.68,1533265200.0,70.83,94.0,0.0,2.24
511,1621395.0,kalianget,-7.35,109.91,1533266290.0,75.84,52.0,0.0,5.61
512,2142316.0,yeppoon,-23.13,150.74,1533265200.0,71.6,60.0,90.0,6.93
513,5949601.0,eston,51.15,-108.75,1533265200.0,68.0,64.0,40.0,9.17
514,1813851.0,dangtu,31.57,118.49,1533261600.0,80.6,94.0,75.0,4.47
515,2172880.0,byron bay,-28.65,153.62,1533265200.0,69.8,56.0,64.0,10.29
516,299900.0,talas,38.69,35.55,1533264600.0,57.2,82.0,20.0,2.26
517,2656067.0,broome,52.47,1.45,1533264960.0,63.34,82.0,0.0,3.36
518,1494482.0,polunochnoye,60.87,60.43,1533266291.0,64.77,91.0,76.0,10.31
519,5015844.0,ada,47.3,-96.52,1533264780.0,61.18,82.0,20.0,9.17
520,3397562.0,jardim de piranhas,-6.38,-37.35,1533266292.0,72.87,71.0,0.0,11.99
521,1497543.0,nizhnevartovsk,60.93,76.58,1533263400.0,46.4,87.0,90.0,4.47
522,2330100.0,minna,9.62,6.55,1533266292.0,69.27,99.0,92.0,2.93
523,5111405.0,canandaigua,42.88,-77.28,1533264840.0,72.19,83.0,1.0,5.82
524,2132606.0,samarai,-10.62,150.67,1533266293.0,78.27,100.0,88.0,11.65
525,2094342.0,kavieng,-2.57,150.8,1533266293.0,83.4,100.0,8.0,6.29
526,2965139.0,mahon,51.89,-8.4,1533263400.0,62.6,100.0,90.0,5.82
527,110690.0,abha,18.22,42.5,1533261600.0,68.0,88.0,75.0,8.05
528,5970234.0,hanna,51.64,-111.93,1533266294.0,59.73,97.0,56.0,9.31
529,2542997.0,marrakesh,31.63,-7.99,1533265200.0,78.8,65.0,0.0,1.92
530,3347019.0,namibe,-15.19,12.15,1533266294.0,62.79,100.0,8.0,13.67
531,553725.0,kamenka,53.19,44.05,1533266294.0,67.56,77.0,0.0,2.82
532,5983607.0,inuvik,68.36,-133.71,1533265200.0,46.4,70.0,90.0,8.05
533,3081752.0,wladyslawowo,54.79,18.4,1533265200.0,64.4,93.0,0.0,5.82
534,3388456.0,sao jose da coroa grande,-8.9,-35.15,1533266295.0,71.16,100.0,100.0,6.17
535,2640358.0,perth,56.4,-3.43,1533264600.0,61.74,100.0,20.0,8.05
536,678886.0,draguseni,45.97,27.75,1533266296.0,65.58,77.0,68.0,8.75
537,3357804.0,eenhana,-17.48,16.34,1533266296.0,52.53,59.0,0.0,3.6
538,3394023.0,natal,-5.81,-35.21,1533261600.0,73.4,83.0,20.0,5.82
539,460570.0,cesis,57.31,25.27,1533266296.0,68.28,73.0,64.0,3.38
540,4002745.0,la cruz,23.92,-106.89,1533266297.0,84.3,73.0,0.0,3.38
